MODEL YEAR,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE (L),CYLINDERS,TRANSMISSION,FUEL TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mpg),HWY (mpg),FUEL (L/year),CO2 EMISSIONS (g/km)
2014,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,9.9,6.1,29,46,1640,189
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,4,A6,D,7,4.9,40,58,1200,162
2014,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON - SMALL,2,4,M6,D,6.7,4.6,42,61,1160,157
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,8.2,5.6,34,50,1420,163
2014,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,8.1,5.6,35,50,1400,161
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,A6,X,9.3,6.7,30,42,1620,186
2014,VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,9.1,6,31,47,1540,177
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A6,Z,8.9,6.2,32,46,1540,177
2014,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,9.3,6.1,30,46,1580,182
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,A6,D,6.7,4.7,42,60,1160,157
2014,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,M6,D,6.7,4.6,42,61,1160,157
2014,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,4.5,4.2,63,67,880,101
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,8.6,5.8,33,49,1460,168
2014,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,8.7,5.7,32,50,1460,168
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,9.6,6.7,29,42,1660,191
2014,VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,10.1,6.5,28,43,1700,196
2014,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,A6,Z,10.9,7.4,26,38,1880,216
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,4,A6,D,6.9,4.9,41,58,1200,162
2014,VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,MID-SIZE,2,4,M6,D,6.8,4.4,42,64,1140,154
2014,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,12.6,8,22,35,2100,242
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A6,Z,10.2,8,28,35,1860,214
2014,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,12,7.7,24,37,2020,232
2014,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A6,Z,10.3,7.9,27,36,1860,214
2014,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,12.3,8.8,23,32,2140,246
2014,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SUV - STANDARD,3,6,AS8,D,10.8,6.7,26,42,1800,243
2014,VOLVO,S60,COMPACT,2.5,5,AS6,X,9.9,6.5,29,43,1680,193
2014,VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,10.2,7,28,40,1760,202
2014,VOLVO,S60 AWD,COMPACT,3,6,AS6,X,11.7,8,24,35,2000,230
2014,VOLVO,S80,MID-SIZE,3.2,6,AS6,X,10.5,6.8,27,42,1780,205
2014,VOLVO,S80 AWD,MID-SIZE,3,6,AS6,X,11.7,8,24,35,2000,230
2014,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,11.5,7.5,25,38,1940,223
2014,VOLVO,XC60 AWD,SUV - SMALL,3,6,AS6,X,11.9,8.3,24,34,2060,237
2014,VOLVO,XC60 AWD,SUV - SMALL,3.2,6,AS6,X,11.7,8,24,35,2000,230
2014,VOLVO,XC70 AWD,SUV - SMALL,3,6,AS6,X,11.9,8.3,24,34,2060,237
2014,VOLVO,XC70 AWD,SUV - SMALL,3.2,6,AS6,X,11.4,7.8,25,36,1960,225
2014,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,13.3,8.6,21,33,2240,258
